,account,currency,long_lat,txn_description,first_name,balance,date,gender,age,amount,country,customer_id,movement,month,time,Longitude,Latitude
4066,ACC-1799207998,AUD,150.68 -33.79,PAYMENT,Susan,5253.42,2018-09-01,F,20,30.0,Australia,CUS-164374203,debit,September,22:00:00,150.68,-33.79
4067,ACC-2231965366,AUD,144.96 -37.84,POS,Linda,10192.02,2018-09-01,F,35,21.93,Australia,CUS-2155701614,debit,September,22:04:32,144.96,-37.84
4068,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,Virginia,4442.85,2018-09-01,F,20,5.23,Australia,CUS-127297539,debit,September,22:15:54,115.79,-31.79
4069,ACC-3100725361,AUD,145.73 -17.03,SALES-POS,Ronald,151.34,2018-09-01,M,25,21.01,Australia,CUS-2178051368,debit,September,22:27:16,145.73,-17.03
4070,ACC-2231965366,AUD,144.96 -37.84,POS,Linda,10168.86,2018-09-01,F,35,23.16,Australia,CUS-2155701614,debit,September,22:38:38,144.96,-37.84
4071,ACC-2897221629,AUD,150.90 -34.37,SALES-POS,Scott,2756.68,2018-09-01,M,23,9.38,Australia,CUS-511326734,debit,September,22:49:59,150.90,-34.37
4072,ACC-2988263882,AUD,145.18 -37.90,PAYMENT,Michael,4209.17,2018-09-01,M,44,157.0,Australia,CUS-1233833708,debit,September,23:00:00,145.18,-37.90
4073,ACC-2014856841,AUD,144.99 -37.90,PAYMENT,Patrick,261995.86,2018-09-01,M,46,43.0,Australia,CUS-2370108457,debit,September,23:00:00,144.99,-37.90
4074,ACC-3954677887,AUD,115.72 -32.28,PAYMENT,Ruth,3755.96,2018-09-01,F,47,24.0,Australia,CUS-3716701010,debit,September,23:00:00,115.72,-32.28
4075,ACC-1903037542,AUD,153.05 -27.61,POS,Jeffrey,3237.85,2018-09-01,M,30,21.09,Australia,CUS-860700529,debit,September,23:01:34,153.05,-27.61
4076,ACC-2901672282,AUD,255.00 -573.00,POS,Daniel,5739.08,2018-09-01,M,22,90.62,Australia,CUS-1617121891,debit,September,23:14:44,255.00,-573.00
4077,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,Virginia,4410.49,2018-09-01,F,20,32.36,Australia,CUS-127297539,debit,September,23:27:53,115.79,-31.79
4078,ACC-2901672282,AUD,255.00 -573.00,SALES-POS,Daniel,5718.72,2018-09-01,M,22,20.36,Australia,CUS-1617121891,debit,September,23:41:03,255.00,-573.00
4079,ACC-1903037542,AUD,153.05 -27.61,SALES-POS,Jeffrey,3217.68,2018-09-01,M,30,20.17,Australia,CUS-860700529,debit,September,23:54:12,153.05,-27.61
4080,ACC-3100725361,AUD,145.73 -17.03,SALES-POS,Ronald,126.8,2018-09-02,M,25,24.54,Australia,CUS-2178051368,debit,September,00:34:59,145.73,-17.03
4081,ACC-854938045,AUD,147.63 -22.84,POS,James,9541.21,2018-09-02,M,28,44.36,Australia,CUS-4023861240,debit,September,01:13:38,147.63,-22.84
4082,ACC-1903037542,AUD,153.05 -27.61,POS,Jeffrey,3192.08,2018-09-02,M,30,25.6,Australia,CUS-860700529,debit,September,01:36:21,153.05,-27.61
4083,ACC-3100725361,AUD,145.73 -17.03,SALES-POS,Ronald,111.02,2018-09-02,M,25,15.78,Australia,CUS-2178051368,debit,September,01:59:05,145.73,-17.03
4084,ACC-2107684084,AUD,145.03 -37.88,PAYMENT,Richard,6185.42,2018-09-02,M,22,25.0,Australia,CUS-2283904812,debit,September,02:00:00,145.03,-37.88
4085,ACC-37709441,AUD,153.41 -28.01,SALES-POS,Charles,6711.84,2018-09-02,M,18,7.71,Australia,CUS-3336454548,debit,September,02:31:59,153.41,-28.01
4086,ACC-1056639002,AUD,145.03 -37.91,INTER BANK,Michael,45834.67,2018-09-02,M,22,36.0,Australia,CUS-3462882033,debit,September,03:00:00,145.03,-37.91
4087,ACC-3689607373,AUD,115.79 -31.79,POS,Virginia,4393.98,2018-09-02,F,20,16.51,Australia,CUS-127297539,debit,September,03:09:59,115.79,-31.79
4088,ACC-4258502723,AUD,145.45 -37.74,PAYMENT,Kimberly,2043.94,2018-09-02,F,24,38.0,Australia,CUS-3378712515,debit,September,04:00:00,145.45,-37.74
4089,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,1465.37,2018-09-02,F,26,7.51,Australia,CUS-2487424745,debit,September,04:07:08,153.41,-27.95
4090,ACC-958000567,AUD,130.90 -12.37,POS,Sandra,4184.66,2018-09-02,F,34,21.56,Australia,CUS-4142663097,debit,September,04:42:51,130.90,-12.37
4091,ACC-3485804958,AUD,138.52 -35.01,PAYMENT,Jessica,20886.9,2018-09-02,F,34,31.0,Australia,CUS-1196156254,debit,September,05:00:00,138.52,-35.01
4092,ACC-559365433,AUD,147.31 -42.88,PAYMENT,Mary,2343.44,2018-09-02,F,64,30.0,Australia,CUS-1654129794,debit,September,05:00:00,147.31,-42.88
4093,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,1459.1,2018-09-02,F,26,6.27,Australia,CUS-2487424745,debit,September,05:43:19,153.41,-27.95
4094,ACC-1523339231,AUD,115.83 -31.90,INTER BANK,Tim,62163.22,2018-09-02,M,40,39.0,Australia,CUS-1816693151,debit,September,06:00:00,115.83,-31.90
4095,ACC-3771436525,AUD,145.04 -37.92,PAYMENT,Derek,2126.45,2018-09-02,M,20,49.0,Australia,CUS-3325710106,debit,September,07:00:00,145.04,-37.92
4096,ACC-2776252858,AUD,144.95 -37.76,INTER BANK,Kristin,2900.02,2018-09-02,F,43,197.0,Australia,CUS-4123612273,debit,September,07:00:00,144.95,-37.76
4097,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,Virginia,4375.13,2018-09-02,F,20,18.85,Australia,CUS-127297539,debit,September,07:06:39,115.79,-31.79
4098,ACC-2681137560,AUD,151.11 -33.99,POS,Nathaniel,5122.38,2018-09-02,M,31,30.3,Australia,CUS-2083971310,debit,September,07:54:17,151.11,-33.99
4099,ACC-2107684084,AUD,145.03 -37.88,INTER BANK,Richard,6152.42,2018-09-02,M,22,33.0,Australia,CUS-2283904812,debit,September,08:00:00,145.03,-37.88
4100,ACC-240804743,AUD,121.48 -30.75,PAYMENT,Kenneth,7438.89,2018-09-02,M,29,75.0,Australia,CUS-261674136,debit,September,08:00:00,121.48,-30.75
4101,ACC-574997646,AUD,150.79 -33.64,PAYMENT,Mackenzie,2995.24,2018-09-02,F,18,151.0,Australia,CUS-586638664,debit,September,08:00:00,150.79,-33.64
4102,ACC-2988263882,AUD,145.18 -37.90,POS,Michael,4155.52,2018-09-02,M,44,53.65,Australia,CUS-1233833708,debit,September,08:16:17,145.18,-37.90
4103,ACC-3100725361,AUD,145.73 -17.03,POS,Ronald,99.16,2018-09-02,M,25,11.86,Australia,CUS-2178051368,debit,September,08:34:48,145.73,-17.03
4104,ACC-1334819143,AUD,145.13 -37.70,SALES-POS,Christopher,60357.21,2018-09-02,M,33,18.08,Australia,CUS-3117610635,debit,September,08:53:19,145.13,-37.70
4105,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,Virginia,4362.87,2018-09-02,F,20,12.26,Australia,CUS-127297539,debit,September,09:03:40,115.79,-31.79
4106,ACC-3536132544,AUD,144.93 -37.79,SALES-POS,Heather,2689.21,2018-09-02,F,41,30.5,Australia,CUS-2348881191,debit,September,09:09:25,144.93,-37.79
4107,ACC-819621312,AUD,145.04 -37.85,SALES-POS,Michele,4168.47,2018-09-02,F,30,26.56,Australia,CUS-1271030853,debit,September,09:15:10,145.04,-37.85
4108,ACC-1334819143,AUD,145.13 -37.70,SALES-POS,Christopher,60334.9,2018-09-02,M,33,22.31,Australia,CUS-3117610635,debit,September,09:20:55,145.13,-37.70
4109,ACC-1598451071,AUD,153.41 -27.95,SALES-POS,Diana,1454.82,2018-09-02,F,26,4.28,Australia,CUS-2487424745,debit,September,09:26:39,153.41,-27.95
4110,ACC-2681137560,AUD,151.11 -33.99,SALES-POS,Nathaniel,5088.65,2018-09-02,M,31,33.73,Australia,CUS-2083971310,debit,September,09:32:24,151.11,-33.99
4111,ACC-37709441,AUD,153.41 -28.01,POS,Charles,6630.94,2018-09-02,M,18,80.9,Australia,CUS-3336454548,debit,September,09:38:09,153.41,-28.01
4112,ACC-2988263882,AUD,145.18 -37.90,POS,Michael,4129.19,2018-09-02,M,44,26.33,Australia,CUS-1233833708,debit,September,09:43:54,145.18,-37.90
4113,ACC-854938045,AUD,147.63 -22.84,SALES-POS,James,9512.52,2018-09-02,M,28,28.69,Australia,CUS-4023861240,debit,September,09:49:39,147.63,-22.84
4114,ACC-958000567,AUD,130.90 -12.37,POS,Sandra,4146.54,2018-09-02,F,34,38.12,Australia,CUS-4142663097,debit,September,09:55:24,130.90,-12.37
4115,ACC-964839203,AUD,146.92 -36.07,PAYMENT,Michael,34383.2,2018-09-02,M,21,42.0,Australia,CUS-2059096722,debit,September,10:00:00,146.92,-36.07
4116,ACC-3741880913,AUD,150.50 -23.40,POS,Ashley,8114.87,2018-09-02,F,25,113.76,Australia,CUS-1220154422,debit,September,10:01:22,150.50,-23.40
4117,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,1446.36,2018-09-02,F,26,8.46,Australia,CUS-2487424745,debit,September,10:08:13,153.41,-27.95
4118,ACC-2674800293,AUD,144.96 -37.69,SALES-POS,Elizabeth,28061.47,2018-09-02,F,50,14.63,Australia,CUS-2977593493,debit,September,10:15:04,144.96,-37.69
4119,ACC-819621312,AUD,145.04 -37.85,POS,Michele,4147.64,2018-09-02,F,30,20.83,Australia,CUS-1271030853,debit,September,10:21:55,145.04,-37.85
4120,ACC-1222300524,AUD,151.23 -33.94,POS,Michael,1901.53,2018-09-02,M,38,6.44,Australia,CUS-2142601169,debit,September,10:28:46,151.23,-33.94
4121,ACC-3536132544,AUD,144.93 -37.79,SALES-POS,Heather,2663.48,2018-09-02,F,41,25.73,Australia,CUS-2348881191,debit,September,10:35:36,144.93,-37.79
4122,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,1434.21,2018-09-02,F,26,12.15,Australia,CUS-2487424745,debit,September,10:42:27,153.41,-27.95
4123,ACC-3100725361,AUD,145.73 -17.03,POS,Ronald,92.66,2018-09-02,M,25,6.5,Australia,CUS-2178051368,debit,September,10:49:18,145.73,-17.03
4124,ACC-2890243754,AUD,153.32 -27.93,POS,Joseph,3025.78,2018-09-02,M,37,20.85,Australia,CUS-2695611575,debit,September,10:56:09,153.32,-27.93
4125,ACC-3827517394,AUD,151.12 -33.89,PAYMENT,Craig,36381.93,2018-09-02,M,28,28.0,Australia,CUS-2663907001,debit,September,11:00:00,151.12,-33.89
4126,ACC-1496451953,AUD,145.16 -37.84,INTER BANK,Ricky,8354.32,2018-09-02,M,43,31.0,Australia,CUS-3142625864,debit,September,11:00:00,145.16,-37.84
4127,ACC-2615038700,AUD,145.35 -38.03,INTER BANK,Emily,30406.74,2018-09-02,F,43,38.0,Australia,CUS-3255104878,debit,September,11:00:00,145.35,-38.03
4128,ACC-854938045,AUD,147.63 -22.84,PAYMENT,James,9478.52,2018-09-02,M,28,34.0,Australia,CUS-4023861240,debit,September,11:00:00,147.63,-22.84
4129,ACC-3485804958,AUD,138.52 -35.01,SALES-POS,Jessica,20878.68,2018-09-02,F,34,8.22,Australia,CUS-1196156254,debit,September,11:03:51,138.52,-35.01
4130,ACC-2890243754,AUD,153.32 -27.93,POS,Joseph,3018.05,2018-09-02,M,37,7.73,Australia,CUS-2695611575,debit,September,11:12:37,153.32,-27.93
4131,ACC-3084464802,AUD,145.15 -37.76,POS,Susan,4759.28,2018-09-02,F,19,15.54,Australia,CUS-1928710999,debit,September,11:21:24,145.15,-37.76
4132,ACC-2249586092,AUD,115.98 -32.07,SALES-POS,Edward,6351.96,2018-09-02,M,19,9.98,Australia,CUS-443776336,debit,September,11:30:10,115.98,-32.07
4133,ACC-2901672282,AUD,255.00 -573.00,SALES-POS,Daniel,5713.98,2018-09-02,M,22,4.74,Australia,CUS-1617121891,debit,September,11:38:56,255.00,-573.00
4134,ACC-1990648130,AUD,114.62 -28.80,POS,Kaitlyn,2728.76,2018-09-02,F,21,6.18,Australia,CUS-809013380,debit,September,11:47:43,114.62,-28.80
4135,ACC-1990648130,AUD,114.62 -28.80,SALES-POS,Kaitlyn,2716.41,2018-09-02,F,21,12.35,Australia,CUS-809013380,debit,September,11:56:29,114.62,-28.80
4136,ACC-2249586092,AUD,115.98 -32.07,PAYMENT,Edward,6314.96,2018-09-02,M,19,37.0,Australia,CUS-443776336,debit,September,12:00:00,115.98,-32.07
4137,ACC-1516130869,AUD,130.84 -12.45,SALES-POS,Jessica,1149.27,2018-09-02,F,21,12.84,Australia,CUS-325142416,debit,September,12:10:31,130.84,-12.45
4138,ACC-2270192619,AUD,138.56 -35.27,POS,Darren,9021.51,2018-09-02,M,20,23.76,Australia,CUS-2110742437,debit,September,12:28:04,138.56,-35.27
4139,ACC-2901672282,AUD,255.00 -573.00,POS,Daniel,5657.92,2018-09-02,M,22,56.06,Australia,CUS-1617121891,debit,September,12:45:36,255.00,-573.00
4140,ACC-588564840,AUD,151.27 -33.76,INTER BANK,Isaiah,12322.1,2018-09-02,M,23,117.0,Australia,CUS-1462656821,debit,September,13:00:00,151.27,-33.76
4141,ACC-3084464802,AUD,145.15 -37.76,POS,Susan,4725.26,2018-09-02,F,19,34.02,Australia,CUS-1928710999,debit,September,13:03:19,145.15,-37.76
4142,ACC-2249586092,AUD,115.98 -32.07,SALES-POS,Edward,6291.5,2018-09-02,M,19,23.46,Australia,CUS-443776336,debit,September,13:21:51,115.98,-32.07
4143,ACC-1222300524,AUD,151.23 -33.94,SALES-POS,Michael,1855.51,2018-09-02,M,38,46.02,Australia,CUS-2142601169,debit,September,13:40:22,151.23,-33.94
4144,ACC-1222300524,AUD,151.23 -33.94,SALES-POS,Michael,1834.58,2018-09-02,M,38,20.93,Australia,CUS-2142601169,debit,September,13:58:53,151.23,-33.94
4145,ACC-37709441,AUD,153.41 -28.01,INTER BANK,Charles,6590.94,2018-09-02,M,18,40.0,Australia,CUS-3336454548,debit,September,14:00:00,153.41,-28.01
4146,ACC-2901672282,AUD,255.00 -573.00,POS,Daniel,5494.37,2018-09-02,M,22,163.55,Australia,CUS-1617121891,debit,September,14:08:10,255.00,-573.00
4147,ACC-3100725361,AUD,145.73 -17.03,POS,Ronald,87.06,2018-09-02,M,25,5.6,Australia,CUS-2178051368,debit,September,14:16:52,145.73,-17.03
4148,ACC-1990648130,AUD,114.62 -28.80,SALES-POS,Kaitlyn,2660.06,2018-09-02,F,21,56.35,Australia,CUS-809013380,debit,September,14:25:33,114.62,-28.80
4149,ACC-1990648130,AUD,114.62 -28.80,POS,Kaitlyn,2612.73,2018-09-02,F,21,47.33,Australia,CUS-809013380,debit,September,14:34:15,114.62,-28.80
4150,ACC-1710017148,AUD,150.82 -34.01,POS,Michelle,6676.05,2018-09-02,F,19,18.32,Australia,CUS-883482547,debit,September,14:42:57,150.82,-34.01
4151,ACC-1334819143,AUD,145.13 -37.70,POS,Christopher,60310.07,2018-09-02,M,33,24.83,Australia,CUS-3117610635,debit,September,14:51:39,145.13,-37.70
4152,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,Virginia,4357.3,2018-09-02,F,20,5.57,Australia,CUS-127297539,debit,September,15:00:43,115.79,-31.79
4153,ACC-1056639002,AUD,145.03 -37.91,POS,Michael,45778.89,2018-09-02,M,22,55.78,Australia,CUS-3462882033,debit,September,15:18:54,145.03,-37.91
4154,ACC-2681137560,AUD,151.11 -33.99,POS,Nathaniel,5083.29,2018-09-02,M,31,5.36,Australia,CUS-2083971310,debit,September,15:37:05,151.11,-33.99
4155,ACC-2920611728,AUD,144.96 -37.76,SALES-POS,Tyler,4731.97,2018-09-02,M,69,164.37,Australia,CUS-1388323263,debit,September,15:55:16,144.96,-37.76
4156,ACC-3689607373,AUD,115.79 -31.79,POS,Virginia,4337.62,2018-09-02,F,20,19.68,Australia,CUS-127297539,debit,September,16:13:57,115.79,-31.79
4157,ACC-3084464802,AUD,145.15 -37.76,POS,Susan,4615.75,2018-09-02,F,19,109.51,Australia,CUS-1928710999,debit,September,16:51:41,145.15,-37.76
4158,ACC-3233697971,AUD,151.04 -33.77,INTER BANK,Robin,4582.48,2018-09-02,F,34,125.0,Australia,CUS-1147642491,debit,September,17:00:00,151.04,-33.77
4159,ACC-588564840,AUD,151.27 -33.76,PAYMENT,Isaiah,12141.1,2018-09-02,M,23,181.0,Australia,CUS-1462656821,debit,September,17:00:00,151.27,-33.76
4160,ACC-211792489,AUD,138.63 -34.93,PAYMENT,Jacqueline,6400.51,2018-09-02,F,30,22.0,Australia,CUS-497688347,debit,September,17:00:00,138.63,-34.93
4161,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,Virginia,4312.38,2018-09-02,F,20,25.24,Australia,CUS-127297539,debit,September,17:08:06,115.79,-31.79
4162,ACC-2171593283,AUD,146.94 -36.04,SALES-POS,Fernando,8660.71,2018-09-02,M,19,29.76,Australia,CUS-2317998716,debit,September,17:22:36,146.94,-36.04
4163,ACC-559365433,AUD,147.31 -42.88,SALES-POS,Mary,2313.94,2018-09-02,F,64,29.5,Australia,CUS-1654129794,debit,September,17:37:06,147.31,-42.88
4164,ACC-1056639002,AUD,145.03 -37.91,POS,Michael,45763.71,2018-09-02,M,22,15.18,Australia,CUS-3462882033,debit,September,17:51:35,145.03,-37.91
4165,ACC-2681137560,AUD,151.11 -33.99,PAYMENT,Nathaniel,5038.29,2018-09-02,M,31,45.0,Australia,CUS-2083971310,debit,September,18:00:00,151.11,-33.99
4166,ACC-1990648130,AUD,114.62 -28.80,PAYMENT,Kaitlyn,2477.73,2018-09-02,F,21,135.0,Australia,CUS-809013380,debit,September,18:00:00,114.62,-28.80
4167,ACC-2901672282,AUD,255.00 -573.00,POS,Daniel,5479.91,2018-09-02,M,22,14.46,Australia,CUS-1617121891,debit,September,18:10:29,255.00,-573.00
4168,ACC-1516130869,AUD,130.84 -12.45,SALES-POS,Jessica,1141.43,2018-09-02,F,21,7.84,Australia,CUS-325142416,debit,September,18:35:29,130.84,-12.45
4169,ACC-1650504218,AUD,145.01 -37.93,PAYMENT,Marissa,7114.0,2018-09-02,F,23,18.0,Australia,CUS-2500783281,debit,September,19:00:00,145.01,-37.93
4170,ACC-37709441,AUD,153.41 -28.01,INTER BANK,Charles,6563.94,2018-09-02,M,18,27.0,Australia,CUS-3336454548,debit,September,19:00:00,153.41,-28.01
4171,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,Virginia,4301.09,2018-09-02,F,20,11.29,Australia,CUS-127297539,debit,September,19:00:17,115.79,-31.79
4172,ACC-90814749,AUD,151.68 -32.98,POS,Christopher,8875.92,2018-09-02,M,35,35.03,Australia,CUS-1896554896,debit,September,19:14:46,151.68,-32.98
4173,ACC-1279356312,AUD,144.79 -37.73,SALES-POS,Tyler,5040.28,2018-09-02,M,44,33.93,Australia,CUS-1892177589,debit,September,19:29:16,144.79,-37.73
4174,ACC-3485804958,AUD,138.52 -35.01,POS,Jessica,20835.9,2018-09-02,F,34,42.78,Australia,CUS-1196156254,debit,September,19:43:46,138.52,-35.01
4175,ACC-819621312,AUD,145.04 -37.85,SALES-POS,Michele,4134.2,2018-09-02,F,30,13.44,Australia,CUS-1271030853,debit,September,19:58:15,145.04,-37.85
4176,ACC-240804743,AUD,121.48 -30.75,PAYMENT,Kenneth,7371.46,2018-09-02,M,29,48.0,Australia,CUS-261674136,debit,September,20:00:00,121.48,-30.75
4177,ACC-1424176027,AUD,151.08 -33.93,PAYMENT,Donald,3529.19,2018-09-02,M,22,195.0,Australia,CUS-3431016847,debit,September,20:00:00,151.08,-33.93
4178,ACC-2897221629,AUD,150.90 -34.37,PAYMENT,Scott,2680.83,2018-09-02,M,23,42.0,Australia,CUS-511326734,debit,September,20:00:00,150.90,-34.37
4179,ACC-2920611728,AUD,144.96 -37.76,SALES-POS,Tyler,4674.18,2018-09-02,M,69,57.79,Australia,CUS-1388323263,debit,September,20:07:31,144.96,-37.76
4180,ACC-2897221629,AUD,150.90 -34.37,SALES-POS,Scott,2722.83,2018-09-02,M,23,33.85,Australia,CUS-511326734,debit,September,20:16:04,150.90,-34.37
4181,ACC-1652235822,AUD,144.89 -37.81,POS,Renee,20988.21,2018-09-02,F,38,24.2,Australia,CUS-2206365095,debit,September,20:24:36,144.89,-37.81
4182,ACC-240804743,AUD,121.48 -30.75,POS,Kenneth,7419.46,2018-09-02,M,29,19.43,Australia,CUS-261674136,debit,September,20:33:09,121.48,-30.75
4183,ACC-3879258709,AUD,143.83 -37.66,SALES-POS,Natasha,192768.92,2018-09-02,F,40,21.37,Australia,CUS-527400765,debit,September,20:41:42,143.83,-37.66
4184,ACC-1443681913,AUD,150.92 -33.77,POS,Ryan,2730.77,2018-09-02,M,31,14.13,Australia,CUS-3129499595,debit,September,20:50:15,150.92,-33.77
4185,ACC-1279356312,AUD,144.79 -37.73,POS,Tyler,5018.36,2018-09-02,M,44,21.92,Australia,CUS-1892177589,debit,September,20:58:48,144.79,-37.73
4186,ACC-1056639002,AUD,145.03 -37.91,PAYMENT,Michael,45677.71,2018-09-02,M,22,86.0,Australia,CUS-3462882033,debit,September,21:00:00,145.03,-37.91
4187,ACC-154431271,AUD,153.09 -27.48,PAYMENT,Lori,2009.47,2018-09-02,F,18,50.0,Australia,CUS-3702001629,debit,September,21:00:00,153.09,-27.48
4188,ACC-3481401842,AUD,115.74 -31.72,POS,Tiffany,4269.26,2018-09-02,F,25,11.12,Australia,CUS-1669695324,debit,September,21:05:08,115.74,-31.72
4189,ACC-1424176027,AUD,151.08 -33.93,POS,Donald,3505.73,2018-09-02,M,22,23.46,Australia,CUS-3431016847,debit,September,21:11:08,151.08,-33.93
4190,ACC-3741880913,AUD,150.50 -23.40,SALES-POS,Ashley,8093.9,2018-09-02,F,25,20.97,Australia,CUS-1220154422,debit,September,21:17:07,150.50,-23.40
4191,ACC-2897221629,AUD,150.90 -34.37,SALES-POS,Scott,2662.42,2018-09-02,M,23,18.41,Australia,CUS-511326734,debit,September,21:23:06,150.90,-34.37
4192,ACC-90814749,AUD,151.68 -32.98,SALES-POS,Christopher,8838.93,2018-09-02,M,35,36.99,Australia,CUS-1896554896,debit,September,21:29:06,151.68,-32.98
4193,ACC-38923874,AUD,151.27 -33.90,SALES-POS,Ryan,36535.78,2018-09-02,M,38,22.46,Australia,CUS-3249305314,debit,September,21:35:05,151.27,-33.90
4194,ACC-3536132544,AUD,144.93 -37.79,POS,Heather,2564.72,2018-09-02,F,41,98.76,Australia,CUS-2348881191,debit,September,21:41:04,144.93,-37.79
4195,ACC-2890243754,AUD,153.32 -27.93,POS,Joseph,3009.8,2018-09-02,M,37,8.25,Australia,CUS-2695611575,debit,September,21:47:03,153.32,-27.93
4196,ACC-3481401842,AUD,115.74 -31.72,SALES-POS,Tiffany,4238.39,2018-09-02,F,25,30.87,Australia,CUS-1669695324,debit,September,21:53:03,115.74,-31.72
4197,ACC-2528867619,AUD,138.58 -34.96,SALES-POS,Abigail,8397.98,2018-09-02,F,40,134.45,Australia,CUS-2505971401,debit,September,21:59:02,138.58,-34.96
4198,ACC-602667573,AUD,151.23 -33.96,PAYMENT,Michael,7038.16,2018-09-02,M,40,25.0,Australia,CUS-2031327464,debit,September,22:00:00,151.23,-33.96
4199,ACC-3536132544,AUD,144.93 -37.79,INTER BANK,Heather,2435.85,2018-09-02,F,41,109.0,Australia,CUS-2348881191,debit,September,22:00:00,144.93,-37.79
4200,ACC-2259139624,AUD,144.66 -37.91,PAYMENT,Cindy,7118.85,2018-09-02,F,19,108.0,Australia,CUS-3174332735,debit,September,22:00:00,144.66,-37.91
4201,ACC-1056639002,AUD,145.03 -37.91,SALES-POS,Michael,45663.09,2018-09-02,M,22,14.62,Australia,CUS-3462882033,debit,September,22:12:43,145.03,-37.91
4202,ACC-2171593283,AUD,146.94 -36.04,SALES-POS,Fernando,8614.51,2018-09-02,M,19,46.2,Australia,CUS-2317998716,debit,September,22:27:52,146.94,-36.04
4203,ACC-3536132544,AUD,144.93 -37.79,SALES-POS,Heather,2544.85,2018-09-02,F,41,19.87,Australia,CUS-2348881191,debit,September,22:43:01,144.93,-37.79
4204,ACC-3084464802,AUD,145.15 -37.76,SALES-POS,Susan,4588.54,2018-09-02,F,19,27.21,Australia,CUS-1928710999,debit,September,22:58:10,145.15,-37.76
4205,ACC-1222300524,AUD,151.23 -33.94,PAYMENT,Michael,1732.58,2018-09-02,M,38,102.0,Australia,CUS-2142601169,debit,September,23:00:00,151.23,-33.94
4206,ACC-2249586092,AUD,115.98 -32.07,SALES-POS,Edward,6280.07,2018-09-02,M,19,11.43,Australia,CUS-443776336,debit,September,23:18:19,115.98,-32.07
4207,ACC-4258502723,AUD,145.45 -37.74,SALES-POS,Kimberly,2016.27,2018-09-02,F,24,27.67,Australia,CUS-3378712515,debit,September,23:39:09,145.45,-37.74
4208,ACC-1710017148,AUD,150.82 -34.01,SALES-POS,Michelle,6664.45,2018-09-02,F,19,11.6,Australia,CUS-883482547,debit,September,23:59:59,150.82,-34.01
4209,ACC-2890243754,AUD,153.32 -27.93,POS,Joseph,2989.91,2018-09-03,M,37,19.89,Australia,CUS-2695611575,debit,September,01:25:13,153.32,-27.93
4210,ACC-1349834573,AUD,145.17 -37.84,INTER BANK,Matthew,10536.36,2018-09-03,M,39,33.0,Australia,CUS-1790886359,debit,September,03:00:00,145.17,-37.84
4211,ACC-3084464802,AUD,145.15 -37.76,INTER BANK,Susan,4564.54,2018-09-03,F,19,24.0,Australia,CUS-1928710999,debit,September,03:00:00,145.15,-37.76
4212,ACC-1990648130,AUD,114.62 -28.80,SALES-POS,Kaitlyn,2451.23,2018-09-03,F,21,26.5,Australia,CUS-809013380,debit,September,03:09:59,114.62,-28.80
4213,ACC-819621312,AUD,145.04 -37.85,PAYMENT,Michele,4068.2,2018-09-03,F,30,66.0,Australia,CUS-1271030853,debit,September,04:00:00,145.04,-37.85
4214,ACC-3827517394,AUD,151.12 -33.89,PAYMENT,Craig,36257.93,2018-09-03,M,28,124.0,Australia,CUS-2663907001,debit,September,04:00:00,151.12,-33.89
4215,ACC-2107684084,AUD,145.03 -37.88,PAYMENT,Richard,6118.42,2018-09-03,M,22,34.0,Australia,CUS-2283904812,debit,September,05:00:00,145.03,-37.88
4216,ACC-1598451071,AUD,153.41 -27.95,PAYMENT,Diana,1239.21,2018-09-03,F,26,195.0,Australia,CUS-2487424745,debit,September,06:00:00,153.41,-27.95
